user_id,user_role,department,home_country,home_city,preferred_device,preferred_browser,operating_system,preferred_auth_method,preferred_login_hour,preferred_resource,device_fingerprint,
EMP0472,IT Support,Security,Singapore,Singapore,Desktop,Chrome,Linux,SSO,9,VPN,EMP0472-ded255d0,
EMP0473,Engineer,Engineering,UK,London,Laptop,Firefox,Windows,Password,10,Jira,EMP0473-77e490c7,
EMP0474,HR,Human Resources,Germany,Munich,Mobile,Chrome,macOS,Password,9,Email,EMP0474-c1101266,
EMP0475,HR,Human Resources,Singapore,Singapore,Laptop,Edge,macOS,MFA,10,ERP,EMP0475-ad238d36,
EMP0476,Admin,IT,UK,Manchester,Desktop,Edge,Windows,MFA,9,Database,EMP0476-65bcc272,
EMP0477,IT Support,Security,Singapore,Singapore,Mobile,Chrome,Windows,SSO,10,GitHub,EMP0477-8eac0a33,
EMP0478,IT Support,Security,Singapore,Singapore,Desktop,Firefox,Windows,MFA,9,VPN,EMP0478-6502d6a2,
EMP0479,Finance,Finance,Germany,Munich,Desktop,Firefox,macOS,SSO,8,Database,EMP0479-1fa382e8,
EMP0480,HR,Human Resources,Singapore,Singapore,Laptop,Firefox,Linux,SSO,9,Email,EMP0480-bfbf397b,
EMP0481,Engineer,Engineering,UK,Manchester,Desktop,Edge,Linux,MFA,10,GitHub,EMP0481-618ae305,
EMP0482,IT Support,Security,USA,Seattle,Mobile,Firefox,Windows,SSO,10,Email,EMP0482-5f18e583,
EMP0483,Finance,Finance,Singapore,Singapore,Laptop,Firefox,macOS,Password,8,Database,EMP0483-78b2b549,
EMP0484,Admin,IT,USA,Austin,Desktop,Firefox,macOS,Password,8,Email,EMP0484-f1738856,
EMP0485,Engineer,Engineering,USA,Seattle,Laptop,Firefox,Linux,MFA,9,VPN,EMP0485-9c2e58de,
EMP0486,Finance,Finance,Singapore,Singapore,Desktop,Chrome,Linux,Password,8,Email,EMP0486-a2a9d4d8,
EMP0487,Admin,IT,USA,Austin,Laptop,Firefox,Linux,SSO,8,Database,EMP0487-b379cb1e,
EMP0488,Engineer,Engineering,USA,New York,Laptop,Edge,Linux,SSO,8,Database,EMP0488-1dde7969,
EMP0489,Finance,Finance,USA,New York,Desktop,Edge,macOS,Password,8,Database,EMP0489-0986bbeb,
EMP0490,Engineer,Engineering,UK,Manchester,Laptop,Chrome,macOS,Password,8,Database,EMP0490-1dba1267,
EMP0491,HR,Human Resources,Singapore,Singapore,Mobile,Edge,Linux,MFA,10,Email,EMP0491-899ca782,
EMP0492,Engineer,Engineering,India,Mumbai,Mobile,Edge,Windows,MFA,8,Email,EMP0492-5efa9c5b,
EMP0493,Engineer,Engineering,India,Mumbai,Laptop,Firefox,Linux,MFA,8,Jira,EMP0493-b24cc64f,
EMP0494,Admin,IT,Singapore,Singapore,Laptop,Chrome,Windows,MFA,8,Database,EMP0494-965befdf,
EMP0495,IT Support,Security,Singapore,Singapore,Desktop,Firefox,Windows,MFA,9,Email,EMP0495-e2aa7a5d,
EMP0496,HR,Human Resources,USA,Seattle,Laptop,Chrome,Windows,SSO,9,HR Portal,EMP0496-d56ce8ea,
EMP0497,Engineer,Engineering,Singapore,Singapore,Laptop,Edge,macOS,SSO,9,GitHub,EMP0497-f065c817,
EMP0498,Finance,Finance,Singapore,Singapore,Mobile,Chrome,macOS,Password,8,Email,EMP0498-b0b63bcf,
EMP0499,Engineer,Engineering,India,Hyderabad,Desktop,Edge,Windows,SSO,9,VPN,EMP0499-71d79665,
EMP0500,HR,Human Resources,USA,Austin,Mobile,Firefox,Windows,MFA,9,Email,EMP0500-5cd8fe1a,
